,Team,Year,Wins,Champion,MVP,Scoring Leader,Rebound Leader,Assist Leader,WS Leader,DPOY,MIP,6MOY,Coach of Year,All-Stars,All-Defensive,All-NBA,FG%,3P Attempts,3P%,2P Attempts,2P%,FT%,RPG,APG,STL,BLK,TOVPG,PPG,Accolades
764,New York Knicks,1999,27,FALSE,0,0,0,0,0,0,0,0,0,0,3,0,0.435,589,0.353,3115,0.45,0.732,41.2,19.3,7.9,5.2,16.1,86.4,3
765,Boston Celtics,1999,19,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.436,758,0.36,3406,0.453,0.692,42.8,21.5,9.1,5.1,16.1,93,1
766,Washington Wizards,1999,18,FALSE,0,0,0,0,0,0,0,0,0,0,1,3,0.445,580,0.309,3389,0.469,0.705,40,21.3,7.9,3.9,14.7,91.2,4
767,Brooklyn Nets,1999,16,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.406,679,0.331,3481,0.421,0.769,43,18.5,9.8,5.5,15,91.4,0
768,Indiana Pacers,1999,33,FALSE,0,0,0,0,0,0,1,0,0,0,2,1,0.448,799,0.368,3067,0.469,0.796,40.5,20.1,6.3,4.5,13,94.7,4
769,Atlanta Hawks,1999,31,FALSE,0,0,0,0,0,0,0,0,0,0,2,1,0.409,644,0.306,3116,0.431,0.731,43.5,15.6,6.9,5.2,14.9,86.3,3
770,Detroit Pistons,1999,29,FALSE,0,0,0,0,0,0,0,0,0,0,1,2,0.447,679,0.365,3037,0.465,0.74,40.3,20.2,8.9,4.2,15.8,90.4,3
771,Milwaukee Bucks,1999,28,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.459,619,0.373,3199,0.476,0.733,38.8,20.6,8.8,4,14.4,91.7,0
772,Charlotte Hornets,1999,26,FALSE,0,0,0,0,0,0,0,0,0,0,3,0,0.449,735,0.365,2983,0.47,0.747,39.5,22.2,8.9,4.9,15.9,92.9,3
773,Toronto Raptors,1999,23,FALSE,0,0,0,0,0,0,0,0,0,0,3,0,0.421,662,0.341,3278,0.437,0.76,43.2,20.7,8.8,6.4,16,91.1,3
774,Cleveland Cavaliers,1999,22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.439,534,0.341,3027,0.456,0.749,35.8,21.9,9,4.1,15.7,86.4,0
775,Chicago Bulls,1999,13,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.401,612,0.289,3225,0.422,0.709,39.3,20.3,8.7,3.4,15.5,81.9,0
776,San Antonio Spurs,1999,37,TRUE,0,0,0,0,0,0,0,0,0,0,2,5,0.456,521,0.33,3291,0.476,0.698,44,22,8.4,7,15.2,92.8,7
777,Utah Jazz,1999,37,FALSE,1,0,0,0,1,0,0,0,0,0,3,3,0.465,388,0.361,3232,0.478,0.767,41.3,24.1,8,5.5,16.3,93.3,8
778,Houston Rockets,1999,31,FALSE,0,0,0,0,0,0,0,0,0,0,3,1,0.462,914,0.368,2884,0.492,0.729,41.5,21.2,7.7,5.2,16.2,94.2,4
779,Minnesota Timberwolves,1999,25,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.425,410,0.298,3917,0.438,0.743,42.9,24.4,8.5,5.4,12.8,92.9,1
780,Dallas Mavericks,1999,19,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.434,595,0.339,3438,0.45,0.728,42.5,18.4,7,5.8,13.8,91.6,1
781,Denver Nuggets,1999,14,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.421,922,0.328,3067,0.45,0.762,40.8,19.4,7.5,5.5,14.8,93.5,1
782,Memphis Grizzlies,1999,8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.428,453,0.327,3385,0.442,0.717,40.2,19.3,8.4,4,17,88.9,0
783,Portland Trail Blazers,1999,35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.442,675,0.364,3281,0.457,0.743,44.3,21.5,8.2,5.8,15.4,94.8,0
784,Los Angeles Lakers,1999,31,FALSE,0,0,0,0,0,0,0,0,0,0,5,4,0.468,685,0.352,3250,0.492,0.683,42,21.9,7.8,5.7,15.1,99,9
785,Phoenix Suns,1999,27,FALSE,0,0,0,1,0,0,0,0,0,0,2,0,0.449,702,0.372,3302,0.465,0.76,40.3,25,8.9,4,13.6,95.6,3
786,Sacramento Kings,1999,27,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0.445,943,0.308,3364,0.484,0.683,45.6,22.6,8.9,4.6,16.8,100.2,1
787,Oklahoma City Thunder,1999,25,FALSE,0,0,0,0,0,0,0,0,0,0,1,5,0.442,899,0.344,3077,0.47,0.681,42,21.7,7.9,4,15.3,94.9,6
788,Golden State Warriors,1999,21,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.415,565,0.287,3608,0.435,0.676,47.5,20.7,8.3,4.4,15.4,88.3,1
789,Los Angeles Clippers,1999,9,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0.427,668,0.32,3339,0.448,0.721,39.2,16.4,8.5,4.7,15.9,90.4,1
790,Miami Heat,2000,52,FALSE,0,0,0,0,0,0,0,0,0,1,4,5,0.46,1202,0.371,5260,0.481,0.736,43.2,23.5,7.1,6.4,15,94.4,10
791,New York Knicks,2000,50,FALSE,0,0,0,0,0,0,0,0,0,1,3,0,0.455,937,0.375,5437,0.468,0.781,40.5,19.4,6.3,4.3,14.6,92.1,4
792,Philadelphia 76ers,2000,49,FALSE,0,0,0,0,0,0,0,1,1,1,4,3,0.442,643,0.323,6133,0.454,0.708,44.1,22.2,9.6,4.7,15.7,94.8,10
793,Orlando Magic,2000,41,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.452,870,0.338,6144,0.468,0.735,44.9,20.8,9.1,5.7,17.6,100.1,1
794,Boston Celtics,2000,35,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.444,1260,0.331,5620,0.469,0.745,43,21.2,9.7,3.5,15.4,99.3,0
795,Brooklyn Nets,2000,31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.433,1374,0.347,5507,0.454,0.784,40.9,20.6,8.8,4.8,13.6,98,0
796,Washington Wizards,2000,29,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.451,890,0.376,5791,0.462,0.743,42.7,21.6,7.2,4.7,16.1,96.6,0
797,Indiana Pacers,2000,56,FALSE,0,0,0,0,0,0,0,0,0,2,2,0,0.459,1487,0.392,5153,0.478,0.811,42.1,22.6,6.8,5.1,14.1,101.3,4
798,Charlotte Hornets,2000,49,FALSE,0,0,0,0,0,0,0,0,0,1,4,0,0.449,1001,0.339,5532,0.469,0.758,42.9,24.7,8.9,5.9,14.7,98.4,5
799,Toronto Raptors,2000,45,FALSE,0,0,0,0,0,0,1,0,0,1,2,0,0.433,1171,0.363,5711,0.447,0.765,43.3,23.7,8.1,6.6,13.9,97.2,4
800,Detroit Pistons,2000,42,FALSE,0,0,0,0,0,0,0,0,0,2,0,2,0.459,1223,0.359,5412,0.481,0.781,41.2,20.8,8.1,3.3,15.7,103.5,4
801,Milwaukee Bucks,2000,42,FALSE,0,0,0,0,0,0,0,0,0,2,0,0,0.465,1069,0.369,5758,0.483,0.786,41.3,22.6,8.2,4.6,15,101.2,2
802,Cleveland Cavaliers,2000,32,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.442,919,0.373,5815,0.453,0.75,42.8,23.7,8.7,4.4,17.4,97,0
803,Atlanta Hawks,2000,28,FALSE,0,0,1,0,0,0,0,0,0,1,1,0,0.441,814,0.317,5993,0.458,0.743,45.3,18.9,6.1,5.6,15.4,94.3,3
804,Chicago Bulls,2000,17,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.415,1032,0.329,5148,0.432,0.709,40.9,20.1,7.9,4.7,19,84.8,1
805,Utah Jazz,2000,55,FALSE,0,0,0,0,0,0,0,0,0,2,3,4,0.464,854,0.385,5526,0.476,0.773,41,24.9,7.7,5.4,14.9,96.5,9
806,San Antonio Spurs,2000,53,FALSE,0,0,0,0,0,0,0,0,0,2,2,3,0.462,882,0.374,5511,0.476,0.746,43.8,22.2,7.5,6.7,15,96.2,7
807,Minnesota Timberwolves,2000,50,FALSE,0,0,0,0,0,0,0,0,0,1,1,1,0.467,716,0.346,6194,0.481,0.78,42.5,26.9,7.6,5.4,13.9,98.5,3
808,Dallas Mavericks,2000,40,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0.453,1326,0.391,5721,0.468,0.804,41.2,22.1,7.2,5.1,13.7,101.4,2
809,Denver Nuggets,2000,35,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,0.442,1397,0.336,5514,0.469,0.724,44.7,23.3,6.8,7.5,15.6,99,2
810,Houston Rockets,2000,34,FALSE,0,0,0,0,0,0,0,0,0,0,1,1,0.45,1625,0.358,5039,0.48,0.733,43.8,21.6,7.5,5.3,17.4,99.5,2
811,Memphis Grizzlies,2000,22,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.449,898,0.361,5543,0.463,0.774,40.6,20.7,7.4,4.2,16.8,93.9,0
812,Los Angeles Lakers,2000,67,TRUE,1,1,0,0,1,0,0,0,0,2,3,3,0.459,1047,0.329,5789,0.482,0.696,47,23.4,7.5,6.5,13.9,100.8,11
813,Portland Trail Blazers,2000,59,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0.47,1128,0.361,5302,0.493,0.76,43,23.5,7.7,4.8,15.2,97.5,2
814,Phoenix Suns,2000,53,FALSE,0,0,0,1,0,0,0,0,0,1,2,3,0.457,1246,0.368,5525,0.477,0.759,43.7,25.6,9.1,5.3,16.7,98.9,7
815,Oklahoma City Thunder,2000,45,FALSE,0,0,0,0,0,0,0,0,0,1,2,2,0.447,1611,0.339,5335,0.48,0.695,43,22.9,8,4.2,14,99.1,5
816,Sacramento Kings,2000,44,FALSE,0,0,0,0,0,0,0,0,0,1,0,2,0.45,1656,0.322,5632,0.487,0.754,45,23.8,9.6,4.6,16.2,105,3
817,Golden State Warriors,2000,19,FALSE,0,0,0,0,0,0,0,0,0,0,3,0,0.42,1069,0.323,6071,0.437,0.697,45.6,22.6,8.9,4.3,15.9,95.5,3
818,Los Angeles Clippers,2000,15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.426,1267,0.339,5490,0.446,0.746,40.6,18,7,6,16.2,92,0
819,Philadelphia 76ers,2001,56,FALSE,1,1,1,0,0,0,0,0,0,2,4,2,0.447,803,0.326,5684,0.464,0.745,44.8,20.6,8.4,5,15.8,94.7,11
820,Miami Heat,2001,50,FALSE,0,0,0,0,0,0,0,0,0,1,6,3,0.43,1384,0.345,4874,0.455,0.759,39.6,19.9,7.7,3.7,13.7,88.9,10
821,New York Knicks,2001,48,FALSE,0,0,0,0,0,0,0,0,0,2,2,0,0.444,1115,0.351,5083,0.465,0.796,40.2,18.5,6.6,4.2,14.5,88.7,4
822,Orlando Magic,2001,43,FALSE,0,0,0,0,0,0,0,0,0,1,0,2,0.438,1346,0.364,5527,0.456,0.714,42.9,22,8.2,5.9,15.2,97.5,3
823,Boston Celtics,2001,36,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.428,1633,0.363,4852,0.45,0.74,39.8,20.8,9.4,4.1,15.7,94.6,0
824,Brooklyn Nets,2001,26,FALSE,0,0,0,0,0,0,0,0,0,1,0,1,0.425,1084,0.333,5466,0.443,0.759,39.6,19.5,7.9,5,14.7,92.1,2
825,Washington Wizards,2001,19,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.439,848,0.324,5605,0.456,0.759,41.3,20.1,7.7,4.7,17,93.2,0
826,Milwaukee Bucks,2001,52,FALSE,0,0,0,0,0,0,0,0,0,2,0,0,0.458,1481,0.379,5317,0.48,0.787,42.4,22.5,8.2,4.7,13.7,100.7,2
827,Toronto Raptors,2001,47,FALSE,0,0,0,0,0,0,0,0,0,2,1,1,0.437,1164,0.369,5808,0.451,0.747,44.5,24.4,7.3,6.3,13.2,97.6,4
828,Charlotte Hornets,2001,46,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.431,984,0.346,5517,0.446,0.745,44.4,23.2,8.1,5.5,14.4,91.9,2
829,Indiana Pacers,2001,41,FALSE,0,0,0,0,0,0,1,0,0,0,1,0,0.44,1159,0.342,5272,0.461,0.766,42.9,21.5,6.9,5.9,15.2,92.6,2
830,Detroit Pistons,2001,32,FALSE,0,0,0,0,0,1,0,0,0,1,1,0,0.424,1112,0.35,5768,0.439,0.721,45.5,19.9,7.5,5.5,15.9,95.6,3
831,Cleveland Cavaliers,2001,30,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.442,659,0.334,5873,0.455,0.765,42.1,20.8,7.8,5.3,16.5,92.2,0
832,Atlanta Hawks,2001,25,FALSE,0,0,1,0,0,0,0,0,0,1,1,0,0.431,933,0.357,5735,0.443,0.759,42.9,19,7.7,4.7,16.7,91,3
833,Chicago Bulls,2001,15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.424,950,0.346,5461,0.438,0.739,38.9,22.1,8.2,4.6,15.8,87.6,0
834,San Antonio Spurs,2001,58,FALSE,0,0,0,0,0,0,0,0,0,2,2,4,0.461,1094,0.407,5168,0.472,0.715,44.1,21.7,6.9,7,14,96.2,8
835,Utah Jazz,2001,53,FALSE,0,0,0,0,0,0,0,0,0,1,4,2,0.471,852,0.381,5437,0.485,0.752,40.6,25.7,8.1,5.6,15.8,97.1,7
836,Dallas Mavericks,2001,53,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.459,1357,0.381,5359,0.479,0.794,41.5,21.2,7.5,6,13.9,100.5,1
837,Minnesota Timberwolves,2001,47,FALSE,0,0,0,0,0,0,0,0,0,1,2,3,0.458,901,0.357,5970,0.473,0.785,42.3,25.4,8.3,5.6,13.9,97.3,6
838,Houston Rockets,2001,45,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.453,1412,0.357,5082,0.48,0.758,42,19.7,7.2,4.4,14.7,97.2,1
839,Denver Nuggets,2001,40,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.433,1444,0.355,5433,0.454,0.737,44.2,24,6.7,6.6,13.9,96.6,1
840,Memphis Grizzlies,2001,23,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.439,947,0.343,5592,0.455,0.77,40.5,23.2,7.1,4.4,15.7,91.7,0
841,Los Angeles Lakers,2001,56,TRUE,0,0,0,0,1,0,0,0,0,1,3,5,0.465,1275,0.344,5410,0.494,0.683,44.7,23,6.9,6,14.4,100.6,10
842,Sacramento Kings,2001,55,FALSE,0,0,0,0,0,0,0,0,0,2,1,1,0.449,1353,0.354,5616,0.472,0.771,45,22.6,9.7,5.3,14.9,101.7,4
843,Phoenix Suns,2001,51,FALSE,0,0,0,1,0,0,0,0,0,1,2,3,0.436,1054,0.315,5703,0.458,0.755,42.7,23.2,9.5,5.2,15.2,94,7
844,Portland Trail Blazers,2001,50,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0.468,1057,0.349,5360,0.492,0.762,42,23.9,8.2,5.1,15.3,95.4,2
845,Oklahoma City Thunder,2001,44,FALSE,0,0,0,0,0,0,0,0,0,1,2,3,0.456,1169,0.399,5480,0.468,0.732,41.7,21.9,8,5,15.3,97.3,6
846,Los Angeles Clippers,2001,31,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.448,1063,0.339,5404,0.469,0.693,42.9,19.3,6,6.3,15.8,92.5,0
847,Golden State Warriors,2001,17,FALSE,0,0,0,0,0,0,0,0,0,0,3,0,0.409,964,0.293,6211,0.427,0.706,45.5,21.8,9,5,15.9,92.5,3
848,Brooklyn Nets,2002,52,FALSE,0,0,0,0,0,0,0,0,0,1,1,3,0.446,1194,0.338,5622,0.469,0.735,43.3,24.3,8.7,6,14.5,96.2,5
849,Boston Celtics,2002,49,FALSE,0,0,0,0,0,0,0,0,0,2,0,0,0.424,1946,0.359,4785,0.45,0.764,42.2,21,9.7,3.6,13.6,96.4,2
850,Orlando Magic,2002,44,FALSE,0,0,0,0,0,0,0,0,0,1,2,2,0.448,1660,0.373,5233,0.471,0.754,41.2,22,8.1,4.7,13.6,100.5,5
851,Philadelphia 76ers,2002,43,FALSE,0,1,0,0,0,0,0,0,0,2,4,5,0.436,715,0.299,5721,0.453,0.779,44.2,20,8.6,4.4,15.3,91,12
852,Washington Wizards,2002,37,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0.441,786,0.388,5878,0.448,0.765,42,20.9,7,4.3,13,92.8,2
853,Miami Heat,2002,36,FALSE,0,0,0,0,0,0,0,0,0,1,2,0,0.439,899,0.347,5483,0.454,0.724,42,20.3,6.7,5.5,14.8,87.2,3
854,New York Knicks,2002,30,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.432,1344,0.353,5176,0.453,0.787,40.7,21,6.8,3.5,14.5,91.6,2
855,Detroit Pistons,2002,50,FALSE,0,0,1,0,0,1,0,0,0,0,2,0,0.452,1509,0.376,4791,0.475,0.756,38.7,21.5,7.9,6.9,14.5,94.3,4
856,Charlotte Hornets,2002,44,FALSE,0,0,0,0,0,0,0,0,0,1,2,0,0.44,994,0.348,5586,0.456,0.745,43.5,21.5,8,5.6,14,93.9,3
857,Toronto Raptors,2002,42,FALSE,0,0,0,0,0,0,0,0,0,0,1,2,0.434,1109,0.349,5618,0.451,0.739,42.1,21.7,8.4,5.5,14.3,91.4,3
858,Indiana Pacers,2002,42,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.446,1195,0.339,5385,0.47,0.772,42.7,23,8,5.3,15.2,96.8,1
859,Milwaukee Bucks,2002,41,FALSE,0,0,0,0,0,0,0,0,0,1,1,1,0.462,1583,0.375,4994,0.49,0.748,41.4,22.5,7.3,4.7,14.1,97.5,3
860,Atlanta Hawks,2002,33,FALSE,0,0,0,0,0,0,0,0,0,1,1,0,0.439,1194,0.354,5416,0.458,0.765,41.5,20.2,8.1,4.3,15.5,94,2
861,Cleveland Cavaliers,2002,29,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0.448,1026,0.377,5556,0.461,0.772,42.1,23.1,7,5.7,14.6,95.3,1
862,Chicago Bulls,2002,21,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.433,868,0.346,5623,0.447,0.722,40,22.2,7.7,4.4,15.3,89.5,2
863,San Antonio Spurs,2002,58,FALSE,1,0,0,0,1,0,0,0,0,1,3,4,0.458,1211,0.362,5152,0.48,0.742,42.4,20,7.6,6.5,14.4,96.7,10
864,Dallas Mavericks,2002,57,FALSE,0,0,0,0,0,0,0,0,0,2,0,1,0.462,1645,0.378,5285,0.488,0.806,42.5,22.1,7.1,4.8,12.1,105.2,3
865,Minnesota Timberwolves,2002,50,FALSE,0,0,0,0,0,0,0,0,0,2,2,2,0.461,1047,0.378,5840,0.476,0.798,44.2,24.3,6.4,5.2,13.4,99.3,6
866,Utah Jazz,2002,44,FALSE,0,0,0,0,0,0,0,0,0,0,5,1,0.45,842,0.333,5532,0.468,0.763,42.2,24.4,9.1,6.4,16.5,96,6
867,Houston Rockets,2002,28,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.428,1480,0.335,5149,0.455,0.741,41.9,18.1,6.5,5.4,14.1,92.3,1
868,Denver Nuggets,2002,27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.424,1285,0.329,5585,0.446,0.744,41.8,22.2,7.5,5.6,14.7,92.2,0
869,Memphis Grizzlies,2002,23,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.436,1096,0.307,5439,0.462,0.708,41.4,21.8,7.9,6,16.4,89.9,1
870,Sacramento Kings,2002,61,FALSE,0,0,0,0,0,0,0,1,0,2,2,3,0.467,1160,0.367,5843,0.486,0.751,45.3,23.9,9,4.6,13.8,104.6,8
871,Los Angeles Lakers,2002,58,TRUE,0,0,0,0,0,0,0,0,0,1,2,5,0.461,1439,0.354,5401,0.489,0.699,44.3,23,7.6,5.8,12.7,101.3,8
872,Portland Trail Blazers,2002,49,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.45,1318,0.354,5353,0.474,0.763,43,23.5,8.6,4.5,14.3,96.6,2
873,Oklahoma City Thunder,2002,45,FALSE,0,0,0,0,0,0,0,0,0,1,2,1,0.469,1292,0.378,5389,0.49,0.755,40.3,23.5,8.5,4.4,13.7,97.7,4
874,Los Angeles Clippers,2002,39,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.445,1147,0.356,5521,0.464,0.739,43.4,20.9,6.2,6.6,14.8,95.7,1
875,Phoenix Suns,2002,36,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.447,1096,0.327,5838,0.469,0.767,42.7,22.4,8.1,4.9,14.7,95.1,1
876,Golden State Warriors,2002,21,FALSE,0,0,0,0,0,0,1,0,0,0,3,0,0.429,994,0.322,5995,0.447,0.722,46.7,20.8,7.9,6.4,16.8,97.7,4
877,Brooklyn Nets,2003,49,FALSE,0,0,0,1,0,0,0,0,0,1,2,4,0.441,1041,0.332,5544,0.462,0.757,42.9,23,8.7,4.6,14.8,95.4,8
878,Philadelphia 76ers,2003,48,FALSE,0,0,0,0,0,0,0,0,0,1,1,2,0.448,787,0.311,5853,0.466,0.775,42.2,21.6,10.3,3.5,14.8,96.8,4
879,Boston Celtics,2003,44,FALSE,0,0,0,0,0,0,0,0,0,2,0,1,0.415,2155,0.334,4354,0.455,0.742,40.5,19.2,8.8,3.7,14,92.7,3
880,Orlando Magic,2003,42,FALSE,0,1,0,0,0,0,0,0,0,1,1,3,0.436,1590,0.357,5173,0.46,0.777,40.9,20.4,8.5,3.7,14.4,98.5,6
881,Washington Wizards,2003,37,FALSE,0,0,0,0,0,0,0,0,0,1,3,0,0.44,811,0.312,5583,0.459,0.779,40.4,19.7,7.6,4.8,13.4,91.5,4
882,New York Knicks,2003,37,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.441,1582,0.383,5143,0.459,0.815,39.2,22,7.1,3.1,14,95.9,2
883,Miami Heat,2003,25,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.412,1100,0.316,5417,0.432,0.765,41.6,18.3,7.2,4,14.2,85.6,1
884,Detroit Pistons,2003,50,FALSE,0,0,1,0,0,0,0,0,0,1,4,1,0.43,1488,0.358,4789,0.452,0.771,40.6,19.8,6.8,5.7,13.5,91.4,7
885,Indiana Pacers,2003,48,FALSE,0,0,0,0,0,0,0,0,0,2,0,1,0.441,1119,0.339,5489,0.461,0.766,44.2,23.3,8.5,5.4,14.8,96.8,3
886,New Orleans Pelicans,2003,47,FALSE,0,0,0,0,0,0,0,0,0,1,2,0,0.435,1075,0.376,5620,0.447,0.768,43.6,22,8,4.8,14.8,93.9,3
887,Milwaukee Bucks,2003,42,FALSE,0,0,0,0,0,0,0,0,0,1,2,2,0.457,1526,0.383,5144,0.478,0.776,39.5,22.2,7.6,4.2,12.7,99.5,5
888,Atlanta Hawks,2003,35,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.444,1141,0.352,5293,0.464,0.793,42.6,20.5,7.5,5.8,16.7,94.1,1
889,Chicago Bulls,2003,30,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.445,997,0.35,5717,0.462,0.722,43,21.7,7.4,5.6,16.9,95,1
890,Toronto Raptors,2003,24,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.427,1193,0.343,5471,0.446,0.718,41.2,19.3,7.4,4.8,14.4,90.9,1
891,Cleveland Cavaliers,2003,17,FALSE,0,0,0,0,0,0,0,0,0,1,0,0,0.422,896,0.327,5850,0.437,0.747,44.6,20.9,7.8,6.4,18.3,91.4,1
892,San Antonio Spurs,2003,60,TRUE,1,0,0,0,1,0,0,0,0,1,3,3,0.462,1270,0.354,5027,0.489,0.725,42.6,20,7.7,6.5,15.8,95.8,9
893,Dallas Mavericks,2003,60,FALSE,0,0,0,0,0,0,0,0,0,2,1,3,0.453,1668,0.381,5314,0.475,0.829,42.1,22.4,8.1,5.5,11.6,103,6
894,Minnesota Timberwolves,2003,51,FALSE,0,0,0,0,0,0,0,0,0,1,1,2,0.466,804,0.368,6005,0.479,0.77,43.6,25.2,6.7,5.3,13.7,98.1,4
895,Utah Jazz,2003,47,FALSE,0,0,0,0,0,0,0,0,0,0,4,0,0.468,641,0.349,5548,0.481,0.745,41.5,25.6,8.6,5.7,16.8,94.7,4
896,Houston Rockets,2003,43,FALSE,0,0,0,0,0,0,0,0,0,2,0,0,0.44,1267,0.346,5194,0.462,0.768,43.8,18.4,7.2,6,15.6,93.8,2
897,Memphis Grizzlies,2003,28,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.452,1279,0.365,5464,0.473,0.739,41.6,23.1,7.9,6.1,15.4,97.5,1
898,Denver Nuggets,2003,17,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.411,824,0.278,5720,0.43,0.699,42.4,21.2,8.7,5.1,18.5,84.2,1
899,Sacramento Kings,2003,59,FALSE,0,0,0,0,0,0,0,0,0,1,2,2,0.464,1288,0.381,5702,0.482,0.746,44.5,24.8,9,5.6,14.5,101.7,5
900,Los Angeles Lakers,2003,50,FALSE,0,0,0,0,0,0,0,0,0,2,2,6,0.451,1367,0.356,5489,0.475,0.734,44.3,23.3,7.8,5.7,14.5,100.4,10
901,Portland Trail Blazers,2003,50,FALSE,0,0,0,0,0,0,1,0,0,0,2,0,0.46,1150,0.33,5341,0.488,0.745,41.1,22.7,8.8,3.9,15.2,95.2,3
902,Phoenix Suns,2003,44,FALSE,0,0,0,0,0,0,0,0,0,2,0,0,0.443,1149,0.343,5627,0.464,0.742,42.5,21,8.1,4.9,14.7,95.5,2
903,Oklahoma City Thunder,2003,40,FALSE,0,0,0,0,0,0,0,0,0,1,2,2,0.437,1291,0.353,5308,0.458,0.744,40.8,21.6,8.3,3.6,13.2,92.1,5
904,Golden State Warriors,2003,38,FALSE,0,0,0,0,0,0,0,1,0,0,0,0,0.441,1235,0.344,5706,0.462,0.778,46.7,20.9,7.2,6.2,15.8,102.4,1
905,Los Angeles Clippers,2003,27,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0.437,1178,0.331,5312,0.46,0.75,42.3,19.6,7,5.6,15.7,93.8,0
906,Brooklyn Nets,2004,47,FALSE,0,0,0,1,0,0,0,0,0,2,2,2,0.441,1123,0.336,5249,0.464,0.753,40.7,24.5,8.6,3.9,14.7,90.3,7
907,Miami Heat,2004,42,FALSE,0,0,0,0,0,0,0,0,0,0,2,0,0.425,1357,0.357,5060,0.443,0.762,41.5,19.1,7.2,3.8,13.9,90.3,2
908,New York Knicks,2004,39,FALSE,0,0,0,0,0,0,0,0,0,0,2,1,0.442,1115,0.364,5398,0.459,0.793,42.6,20.7,7.4,4.8,15.7,92,3
909,Boston Celtics,2004,36,FALSE,0,0,0,0,0,0,0,0,0,1,0,1,0.443,1599,0.346,4816,0.475,0.75,40.1,20.5,9.4,4,16.2,95.3,2
910,Philadelphia 76ers,2004,33,FALSE,0,0,0,0,0,0,0,0,0,1,1,2,0.428,992,0.342,5268,0.445,0.753,40.8,20,8,4.4,15.9,88,4
911,Washington Wizards,2004,25,FALSE,0,0,0,0,0,0,0,0,0,0,1,0,0.421,1269,0.341,5287,0.44,0.714,42.8,18.7,8.9,5,17.5,91.8,1
912,Orlando Magic,2004,21,FALSE,0,1,0,0,0,0,0,0,0,1,0,3,0.429,1248,0.344,5520,0.448,0.737,40.9,19.3,6.7,3.8,13.7,94,5
913,Indiana Pacers,2004,61,FALSE,0,0,0,0,0,0,0,0,0,2,0,1,0.435,1281,0.351,5041,0.457,0.764,41.7,21.6,8.9,5,14.4,91.4,3
914,Detroit Pistons,2004,54,TRUE,0,0,0,0,0,1,0,0,0,1,3,2,0.435,968,0.344,5346,0.452,0.753,42.8,20.8,8,7,15.1,90.1,7
